Data,precipitation-NIN 1.2,precipitation-NIN 3,precipitation-NIN 3.4,precipitation-NIN 4_1,precipitation-NIN 4_2,precipitation-NE,precipitation-N,precipitation-C.O.,precipitation-SE,precipitation-S
01/01/2000,0.0000016908475,0.0000101983405,0.0000098122420,0.0000184129310,0.0000097190450,0.0000100918305,0.0000178404400,0.0000455596900,0.0000047130716,0.0000349885630
02/01/2000,0.0000020501940,0.0000119709310,0.0000092465125,0.0000166492280,0.0000078567840,0.0000253591120,0.0000107050400,0.0001207550500,0.0000366145400,0.0000064670553
03/01/2000,0.0000039937104,0.0000115985000,0.0000089320410,0.0000496224530,0.0000084417950,0.0000612329100,0.0000159150550,0.0002276654100,0.0001164035060,0.0000020566413
04/01/2000,0.0000050249073,0.0000103795740,0.0000083696110,0.0000433712340,0.0000086051530,0.0000355355150,0.0000209632850,0.0001983268200,0.0001001997900,0.0000179954500
05/01/2000,0.0000009567684,0.0000086228760,0.0000085750360,0.0000316809930,0.0000075823896,0.0000425403120,0.0000176164980,0.0002292656300,0.0002838014000,0.0000019852944
06/01/2000,0.0000038430110,0.0000068670200,0.0000088410260,0.0000549991600,0.0000120645350,0.0000295155880,0.0000211365620,0.0001468744300,0.0001792775300,0.0000038010112
07/01/2000,0.0000025333030,0.0000096069710,0.0000098884480,0.0000799030700,0.0000095580180,0.0000449508300,0.0000383422120,0.0000875274560,0.0001816023400,0.0000017133450
08/01/2000,0.0000019541321,0.0000091059890,0.0000096643125,0.0000707342600,0.0000119640740,0.0000526950970,0.0000431770100,0.0000998867200,0.0000610034800,0.0000007710181
09/01/2000,0.0000014697043,0.0000078578250,0.0000075958974,0.0000561834460,0.0000083816790,0.0000303253840,0.0000352438000,0.0001187986700,0.0001026464740,0.0000038998096
10/01/2000,0.0000038356243,0.0000080935190,0.0000074483837,0.0000418868950,0.0000066624910,0.0000309782400,0.0000319987270,0.0001154440800,0.0000138410910,0.0000058648690
11/01/2000,0.0000039442016,0.0000095484630,0.0000081879630,0.0000251879720,0.0000069023527,0.0000169126360,0.0000207445050,0.0001481322400,0.0000052422940,0.0000860984300
12/01/2000,0.0000028867080,0.0000078175930,0.0000080938320,0.0000170854440,0.0000079833360,0.0000104142480,0.0000339222700,0.0000637009400,0.0000057457920,0.0001784510400
13/01/2000,0.0000031158834,0.0000080988230,0.0000081235520,0.0000232207500,0.0000084573980,0.0000085315850,0.0000245437620,0.0000798259640,0.0000380706550,0.0000339285070
14/01/2000,0.0000058916660,0.0000093715390,0.0000094863860,0.0000272762320,0.0000091303600,0.0000227167950,0.0000270005980,0.0001291802300,0.0001357035700,0.0000104051650
15/01/2000,0.0000070794500,0.0000100325160,0.0000098084000,0.0000296625000,0.0000098347660,0.0000189444500,0.0000398400330,0.0000444542000,0.0000489101660,0.0000007910000
16/01/2000,0.0000039170855,0.0000074943327,0.0000081918950,0.0000240748720,0.0000096049080,0.0000139870350,0.0000418895650,0.0000745140600,0.0001093475000,0.0000001788624
17/01/2000,0.0000031959548,0.0000068736526,0.0000076726420,0.0000178244990,0.0000091296210,0.0000049819296,0.0000353670000,0.0000522162630,0.0000284228480,0.0000000939987
18/01/2000,0.0000025173230,0.0000069412577,0.0000089074510,0.0000204662830,0.0000105012590,0.0000025173230,0.0000360468770,0.0000860656400,0.0000326805130,0.0000003276989
19/01/2000,0.0000044210606,0.0000075215444,0.0000097033660,0.0000350239860,0.0000121531310,0.0000050143630,0.0000295502900,0.0000306220650,0.0000013588540,0.0000283254080
20/01/2000,0.0000034677014,0.0000067033125,0.0000089013440,0.0000382812400,0.0000118366030,0.0000098843140,0.0000291341530,0.0000055155565,0.0000000682618,0.0000790745200
21/01/2000,0.0000037094742,0.0000068223953,0.0000075382586,0.0000399907330,0.0000097183870,0.0000123540670,0.0000299361050,0.0000129940050,0.0000001193106,0.0000746016450
22/01/2000,0.0000048257140,0.0000059718210,0.0000070274455,0.0000192274530,0.0000084299190,0.0000091839365,0.0000340665200,0.0000221379610,0.0000077060610,0.0000005428928
